"constituencyID","partyP","partyScore","partyNumber","partyName","partyColor","key","provinceID","provinceNumber","provinceName","section"
"ACR_2",771,151,13,"ไทยชนะ","#ceb88a","ACR_2_13","ACR","37","อำนาจเจริญ","North East"
"ACR_2",732,114,41,"ไทยธรรม","#ec5c2c","ACR_2_41","ACR","37","อำนาจเจริญ","North East"
"ACR_2",775,50,33,"ไทยเป็นหนึ่ง","#7e529d","ACR_2_33","ACR","37","อำนาจเจริญ","North East"
"ACR_2",736,397,28,"ไทยพร้อม","#b7f2a5","ACR_2_28","ACR","37","อำนาจเจริญ","North East"
"ACR_2",769,213,21,"ไทยภักดี","#CBBA01","ACR_2_21","ACR","37","อำนาจเจริญ","North East"
"ACR_2",758,228,12,"ไทยรวมไทย","#8c8dd2","ACR_2_12","ACR","37","อำนาจเจริญ","North East"
"ACR_2",733,110,42,"ไทยศรีวิไลย์","#a0afba","ACR_2_42","ACR","37","อำนาจเจริญ","North East"
"ACR_2",765,32,67,"ไทยสมาร์ท","#98dfb3","ACR_2_67","ACR","37","อำนาจเจริญ","North East"
"ACR_2",762,1679,32,"ไทยสร้างไทย","#003dff","ACR_2_32","ACR","37","อำนาจเจริญ","North East"
"ACR_2",770,24,45,"แนวทางใหม่","#b7bfc7","ACR_2_45","ACR","37","อำนาจเจริญ","North East"
"ACR_2",702,189,63,"ประชากรไทย","#0f41ce","ACR_2_63","ACR","37","อำนาจเจริญ","North East"
"ACR_2",740,167,11,"ประชาชาติ","#a35f26","ACR_2_11","ACR","37","อำนาจเจริญ","North East"
"ACR_2",749,114,56,"ประชาไทย","#1d1376","ACR_2_56","ACR","37","อำนาจเจริญ","North East"
"ACR_2",712,483,2,"ประชาธิปไตยใหม่","#eb4138","ACR_2_2","ACR","37","อำนาจเจริญ","North East"
"ACR_2",701,2362,26,"ประชาธิปัตย์","#06aff3","ACR_2_26","ACR","37","อำนาจเจริญ","North East"
"ACR_2",728,40,40,"ประชาภิวัฒน์","#076350","ACR_2_40","ACR","37","อำนาจเจริญ","North East"
"ACR_2",747,647,3,"เป็นธรรม","#b5a89b","ACR_2_3","ACR","37","อำนาจเจริญ","North East"
"ACR_2",786,99,20,"เปลี่ยน","#cc898a","ACR_2_20","ACR","37","อำนาจเจริญ","North East"
"ACR_2",777,90,65,"เปลี่ยนอนาคต","#dead46","ACR_2_65","ACR","37","อำนาจเจริญ","North East"
"ACR_2",741,31,34,"แผ่นดินธรรม","#852e1c","ACR_2_34","ACR","37","อำนาจเจริญ","North East"
"ACR_2",781,1036,9,"พลัง","#8e8fc7","ACR_2_9","ACR","37","อำนาจเจริญ","North East"
"ACR_2",724,21,62,"พลังไทยรักชาติ","#54c04c","ACR_2_62","ACR","37","อำนาจเจริญ","North East"
"ACR_2",731,134,27,"พลังธรรมใหม่","#e9b54a","ACR_2_27","ACR","37","อำนาจเจริญ","North East"
"ACR_2",722,41,66,"พลังประชาธิปไตย","#c4403a","ACR_2_66","ACR","37","อำนาจเจริญ","North East"
"ACR_2",743,3309,37,"พลังประชารัฐ","#1f68dd","ACR_2_37","ACR","37","อำนาจเจริญ","North East"
"ACR_2",737,13,50,"พลังปวงชนไทย","#181f97","ACR_2_50","ACR","37","อำนาจเจริญ","North East"
"ACR_2",748,196,57,"พลังเพื่อไทย","#8384aa","ACR_2_57","ACR","37","อำนาจเจริญ","North East"
"ACR_2",767,47,16,"พลังสยาม","#69330a","ACR_2_16","ACR","37","อำนาจเจริญ","North East"
"ACR_2",715,64,43,"พลังสหกรณ์","#395a3d","ACR_2_43","ACR","37","อำนาจเจริญ","North East"
"ACR_2",745,17,53,"พลังสังคม","#c67328","ACR_2_53","ACR","37","อำนาจเจริญ","North East"
"ACR_2",761,263,5,"พลังสังคมใหม่","#eabcc3","ACR_2_5","ACR","37","อำนาจเจริญ","North East"
"ACR_2",721,115,24,"เพื่อชาติ","#6cb0a8","ACR_2_24","ACR","37","อำนาจเจริญ","North East"
"ACR_2",738,534,36,"เพื่อชาติไทย","#724a34","ACR_2_36","ACR","37","อำนาจเจริญ","North East"
"ACR_2",705,36243,29,"เพื่อไทย","#da3731","ACR_2_29","ACR","37","อำนาจเจริญ","North East"
"ACR_2",773,649,38,"เพื่อไทรวมพลัง","#a7b0ed","ACR_2_38","ACR","37","อำนาจเจริญ","North East"
"ACR_2",755,54,48,"เพื่ออนาคตไทย","#c591a9","ACR_2_48","ACR","37","อำนาจเจริญ","North East"
"ACR_2",723,3,54,"ภราดรภาพ","#0c5a38","ACR_2_54","ACR","37","อำนาจเจริญ","North East"
"ACR_2",752,146,19,"ภาคีเครือข่ายไทย","#f36e2d","ACR_2_19","ACR","37","อำนาจเจริญ","North East"
"ACR_2",709,8259,7,"ภูมิใจไทย","#0c149c","ACR_2_7","ACR","37","อำนาจเจริญ","North East"
"ACR_2",764,142,39,"มิติใหม่","#abc29d","ACR_2_39","ACR","37","อำนาจเจริญ","North East"
"ACR_2",784,287,23,"รวมใจไทย","#eec49a","ACR_2_23","ACR","37","อำนาจเจริญ","North East"
"ACR_2",763,6649,22,"รวมไทยสร้างชาติ","#aa2d38","ACR_2_22","ACR","37","อำนาจเจริญ","North East"
"ACR_2",739,36,47,"รวมแผ่นดิน","#d8df96","ACR_2_47","ACR","37","อำนาจเจริญ","North East"
"ACR_2",734,151,35,"รวมพลัง","#5a1b80","ACR_2_35","ACR","37","อำนาจเจริญ","North East"
"ACR_2",718,29,49,"รักษ์ผืนป่าประเทศไทย","#8dbf44","ACR_2_49","ACR","37","อำนาจเจริญ","North East"
"ACR_2",774,141,44,"ราษฎร์วิถี","#e6d7b8","ACR_2_44","ACR","37","อำนาจเจริญ","North East"
"ACR_2",779,130,8,"แรงงานสร้างชาติ","#633e7c","ACR_2_8","ACR","37","อำนาจเจริญ","North East"
"ACR_2",710,12,58,"สังคมประชาธิปไตยไทย","#d32524","ACR_2_58","ACR","37","อำนาจเจริญ","North East"
"ACR_2",751,10,51,"สามัญชน","#3c3c3c","ACR_2_51","ACR","37","อำนาจเจริญ","North East"
"ACR_2",729,15,64,"เส้นด้าย","#7c8480","ACR_2_64","ACR","37","อำนาจเจริญ","North East"
"ACR_2",768,34,17,"เสมอภาค","#ca146b","ACR_2_17","ACR","37","อำนาจเจริญ","North East"
"ACR_2",719,685,25,"เสรีรวมไทย","#b49e31","ACR_2_25","ACR","37","อำนาจเจริญ","North East"
"ACR_2",778,896,1,"ใหม่","#8494b4","ACR_2_1","ACR","37","อำนาจเจริญ","North East"
"ACR_2",708,2354,10,"อนาคตไทย","#ad1b34","ACR_2_10","ACR","37","อำนาจเจริญ","North East"
"ATG_1",750,33,15,"กรีน","#69c80a","ATG_1_15","ATG","15","อ่างทอง","Central"
"ATG_1",726,35065,31,"ก้าวไกล","#f47526","ATG_1_31","ATG","15","อ่างทอง","Central"
"ATG_1",714,67,6,"ครูไทยเพื่อประชาชน","#175a38","ATG_1_6","ATG","15","อ่างทอง","Central"
"ATG_1",742,14,61,"คลองไทย","#0eafeb","ATG_1_61","ATG","15","อ่างทอง","Central"
"ATG_1",703,13,60,"ความหวังใหม่","#e6b750","ATG_1_60","ATG","15","อ่างทอง","Central"
"ATG_1",725,15,59,"ช่วยชาติ","#8b85ad","ATG_1_59","ATG","15","อ่างทอง","Central"
"ATG_1",707,276,18,"ชาติไทยพัฒนา","#ff72a8","ATG_1_18","ATG","15","อ่างทอง","Central"
"ATG_1",706,135,14,"ชาติพัฒนากล้า","#233e8a","ATG_1_14","ATG","15","อ่างทอง","Central"
"ATG_1",783,6,52,"ชาติรุ่งเรือง","#9cb4c9","ATG_1_52","ATG","15","อ่างทอง","Central"
"ATG_1",717,9,46,"ถิ่นกาขาวชาววิไล","#fb04fb","ATG_1_46","ATG","15","อ่างทอง","Central"
"ATG_1",776,191,4,"ท้องที่ไทย","#9c9084","ATG_1_4","ATG","15","อ่างทอง","Central"
"ATG_1",727,183,30,"ทางเลือกใหม่","#026aec","ATG_1_30","ATG","15","อ่างทอง","Central"
"ATG_1",780,81,55,"ไทยก้าวหน้า","#b9bee3","ATG_1_55","ATG","15","อ่างทอง","Central"
"ATG_1",771,72,13,"ไทยชนะ","#ceb88a","ATG_1_13","ATG","15","อ่างทอง","Central"
"ATG_1",732,79,41,"ไทยธรรม","#ec5c2c","ATG_1_41","ATG","15","อ่างทอง","Central"
"ATG_1",775,14,33,"ไทยเป็นหนึ่ง","#7e529d","ATG_1_33","ATG","15","อ่างทอง","Central"
"ATG_1",736,171,28,"ไทยพร้อม","#b7f2a5","ATG_1_28","ATG","15","อ่างทอง","Central"
"ATG_1",769,298,21,"ไทยภักดี","#CBBA01","ATG_1_21","ATG","15","อ่างทอง","Central"
"ATG_1",758,176,12,"ไทยรวมไทย","#8c8dd2","ATG_1_12","ATG","15","อ่างทอง","Central"
"ATG_1",733,97,42,"ไทยศรีวิไลย์","#a0afba","ATG_1_42","ATG","15","อ่างทอง","Central"
"ATG_1",765,33,67,"ไทยสมาร์ท","#98dfb3","ATG_1_67","ATG","15","อ่างทอง","Central"
"ATG_1",762,275,32,"ไทยสร้างไทย","#003dff","ATG_1_32","ATG","15","อ่างทอง","Central"
"ATG_1",770,8,45,"แนวทางใหม่","#b7bfc7","ATG_1_45","ATG","15","อ่างทอง","Central"
"ATG_1",702,73,63,"ประชากรไทย","#0f41ce","ATG_1_63","ATG","15","อ่างทอง","Central"
"ATG_1",740,117,11,"ประชาชาติ","#a35f26","ATG_1_11","ATG","15","อ่างทอง","Central"
"ATG_1",749,47,56,"ประชาไทย","#1d1376","ATG_1_56","ATG","15","อ่างทอง","Central"
"ATG_1",712,171,2,"ประชาธิปไตยใหม่","#eb4138","ATG_1_2","ATG","15","อ่างทอง","Central"
"ATG_1",701,747,26,"ประชาธิปัตย์","#06aff3","ATG_1_26","ATG","15","อ่างทอง","Central"
"ATG_1",728,9,40,"ประชาภิวัฒน์","#076350","ATG_1_40","ATG","15","อ่างทอง","Central"
"ATG_1",747,92,3,"เป็นธรรม","#b5a89b","ATG_1_3","ATG","15","อ่างทอง","Central"
"ATG_1",786,143,20,"เปลี่ยน","#cc898a","ATG_1_20","ATG","15","อ่างทอง","Central"
"ATG_1",777,41,65,"เปลี่ยนอนาคต","#dead46","ATG_1_65","ATG","15","อ่างทอง","Central"
"ATG_1",741,14,34,"แผ่นดินธรรม","#852e1c","ATG_1_34","ATG","15","อ่างทอง","Central"
"ATG_1",781,119,9,"พลัง","#8e8fc7","ATG_1_9","ATG","15","อ่างทอง","Central"
"ATG_1",724,25,62,"พลังไทยรักชาติ","#54c04c","ATG_1_62","ATG","15","อ่างทอง","Central"
"ATG_1",731,97,27,"พลังธรรมใหม่","#e9b54a","ATG_1_27","ATG","15","อ่างทอง","Central"
"ATG_1",722,9,66,"พลังประชาธิปไตย","#c4403a","ATG_1_66","ATG","15","อ่างทอง","Central"
"ATG_1",743,519,37,"พลังประชารัฐ","#1f68dd","ATG_1_37","ATG","15","อ่างทอง","Central"
"ATG_1",737,9,50,"พลังปวงชนไทย","#181f97","ATG_1_50","ATG","15","อ่างทอง","Central"
"ATG_1",748,126,57,"พลังเพื่อไทย","#8384aa","ATG_1_57","ATG","15","อ่างทอง","Central"
"ATG_1",767,19,16,"พลังสยาม","#69330a","ATG_1_16","ATG","15","อ่างทอง","Central"
"ATG_1",715,9,43,"พลังสหกรณ์","#395a3d","ATG_1_43","ATG","15","อ่างทอง","Central"
"ATG_1",745,10,53,"พลังสังคม","#c67328","ATG_1_53","ATG","15","อ่างทอง","Central"
"ATG_1",761,95,5,"พลังสังคมใหม่","#eabcc3","ATG_1_5","ATG","15","อ่างทอง","Central"
"ATG_1",721,167,24,"เพื่อชาติ","#6cb0a8","ATG_1_24","ATG","15","อ่างทอง","Central"
"ATG_1",738,367,36,"เพื่อชาติไทย","#724a34","ATG_1_36","ATG","15","อ่างทอง","Central"
"ATG_1",705,26853,29,"เพื่อไทย","#da3731","ATG_1_29","ATG","15","อ่างทอง","Central"
"ATG_1",773,107,38,"เพื่อไทรวมพลัง","#a7b0ed","ATG_1_38","ATG","15","อ่างทอง","Central"
"ATG_1",755,24,48,"เพื่ออนาคตไทย","#c591a9","ATG_1_48","ATG","15","อ่างทอง","Central"
"ATG_1",723,7,54,"ภราดรภาพ","#0c5a38","ATG_1_54","ATG","15","อ่างทอง","Central"
"ATG_1",752,83,19,"ภาคีเครือข่ายไทย","#f36e2d","ATG_1_19","ATG","15","อ่างทอง","Central"
"ATG_1",709,4949,7,"ภูมิใจไทย","#0c149c","ATG_1_7","ATG","15","อ่างทอง","Central"
"ATG_1",764,36,39,"มิติใหม่","#abc29d","ATG_1_39","ATG","15","อ่างทอง","Central"
"ATG_1",784,178,23,"รวมใจไทย","#eec49a","ATG_1_23","ATG","15","อ่างทอง","Central"
"ATG_1",763,9139,22,"รวมไทยสร้างชาติ","#aa2d38","ATG_1_22","ATG","15","อ่างทอง","Central"
"ATG_1",739,6,47,"รวมแผ่นดิน","#d8df96","ATG_1_47","ATG","15","อ่างทอง","Central"
"ATG_1",734,41,35,"รวมพลัง","#5a1b80","ATG_1_35","ATG","15","อ่างทอง","Central"
"ATG_1",718,31,49,"รักษ์ผืนป่าประเทศไทย","#8dbf44","ATG_1_49","ATG","15","อ่างทอง","Central"
"ATG_1",774,6,44,"ราษฎร์วิถี","#e6d7b8","ATG_1_44","ATG","15","อ่างทอง","Central"
"ATG_1",779,1605,8,"แรงงานสร้างชาติ","#633e7c","ATG_1_8","ATG","15","อ่างทอง","Central"
"ATG_1",710,11,58,"สังคมประชาธิปไตยไทย","#d32524","ATG_1_58","ATG","15","อ่างทอง","Central"
"ATG_1",751,13,51,"สามัญชน","#3c3c3c","ATG_1_51","ATG","15","อ่างทอง","Central"
"ATG_1",729,12,64,"เส้นด้าย","#7c8480","ATG_1_64","ATG","15","อ่างทอง","Central"
"ATG_1",768,22,17,"เสมอภาค","#ca146b","ATG_1_17","ATG","15","อ่างทอง","Central"
"ATG_1",719,896,25,"เสรีรวมไทย","#b49e31","ATG_1_25","ATG","15","อ่างทอง","Central"
"ATG_1",778,449,1,"ใหม่","#8494b4","ATG_1_1","ATG","15","อ่างทอง","Central"
"ATG_1",708,115,10,"อนาคตไทย","#ad1b34","ATG_1_10","ATG","15","อ่างทอง","Central"
"ATG_2",750,56,15,"กรีน","#69c80a","ATG_2_15","ATG","15","อ่างทอง","Central"
"ATG_2",726,29547,31,"ก้าวไกล","#f47526","ATG_2_31","ATG","15","อ่างทอง","Central"
"ATG_2",714,182,6,"ครูไทยเพื่อประชาชน","#175a38","ATG_2_6","ATG","15","อ่างทอง","Central"
"ATG_2",742,11,61,"คลองไทย","#0eafeb","ATG_2_61","ATG","15","อ่างทอง","Central"
"ATG_2",703,16,60,"ความหวังใหม่","#e6b750","ATG_2_60","ATG","15","อ่างทอง","Central"
"ATG_2",725,30,59,"ช่วยชาติ","#8b85ad","ATG_2_59","ATG","15","อ่างทอง","Central"
"ATG_2",707,331,18,"ชาติไทยพัฒนา","#ff72a8","ATG_2_18","ATG","15","อ่างทอง","Central"
"ATG_2",706,122,14,"ชาติพัฒนากล้า","#233e8a","ATG_2_14","ATG","15","อ่างทอง","Central"
"ATG_2",783,6,52,"ชาติรุ่งเรือง","#9cb4c9","ATG_2_52","ATG","15","อ่างทอง","Central"
"ATG_2",717,18,46,"ถิ่นกาขาวชาววิไล","#fb04fb","ATG_2_46","ATG","15","อ่างทอง","Central"
"ATG_2",776,973,4,"ท้องที่ไทย","#9c9084","ATG_2_4","ATG","15","อ่างทอง","Central"
"ATG_2",727,205,30,"ทางเลือกใหม่","#026aec","ATG_2_30","ATG","15","อ่างทอง","Central"
"ATG_2",780,86,55,"ไทยก้าวหน้า","#b9bee3","ATG_2_55","ATG","15","อ่างทอง","Central"
"ATG_2",771,102,13,"ไทยชนะ","#ceb88a","ATG_2_13","ATG","15","อ่างทอง","Central"
"ATG_2",732,55,41,"ไทยธรรม","#ec5c2c","ATG_2_41","ATG","15","อ่างทอง","Central"
"ATG_2",775,16,33,"ไทยเป็นหนึ่ง","#7e529d","ATG_2_33","ATG","15","อ่างทอง","Central"
"ATG_2",736,224,28,"ไทยพร้อม","#b7f2a5","ATG_2_28","ATG","15","อ่างทอง","Central"
"ATG_2",769,198,21,"ไทยภักดี","#CBBA01","ATG_2_21","ATG","15","อ่างทอง","Central"
"ATG_2",758,196,12,"ไทยรวมไทย","#8c8dd2","ATG_2_12","ATG","15","อ่างทอง","Central"
"ATG_2",733,174,42,"ไทยศรีวิไลย์","#a0afba","ATG_2_42","ATG","15","อ่างทอง","Central"
"ATG_2",765,22,67,"ไทยสมาร์ท","#98dfb3","ATG_2_67","ATG","15","อ่างทอง","Central"
"ATG_2",762,218,32,"ไทยสร้างไทย","#003dff","ATG_2_32","ATG","15","อ่างทอง","Central"
"ATG_2",770,16,45,"แนวทางใหม่","#b7bfc7","ATG_2_45","ATG","15","อ่างทอง","Central"
"ATG_2",702,176,63,"ประชากรไทย","#0f41ce","ATG_2_63","ATG","15","อ่างทอง","Central"
"ATG_2",740,490,11,"ประชาชาติ","#a35f26","ATG_2_11","ATG","15","อ่างทอง","Central"
"ATG_2",749,62,56,"ประชาไทย","#1d1376","ATG_2_56","ATG","15","อ่างทอง","Central"
"ATG_2",712,204,2,"ประชาธิปไตยใหม่","#eb4138","ATG_2_2","ATG","15","อ่างทอง","Central"
"ATG_2",701,559,26,"ประชาธิปัตย์","#06aff3","ATG_2_26","ATG","15","อ่างทอง","Central"
"ATG_2",728,32,40,"ประชาภิวัฒน์","#076350","ATG_2_40","ATG","15","อ่างทอง","Central"
"ATG_2",747,98,3,"เป็นธรรม","#b5a89b","ATG_2_3","ATG","15","อ่างทอง","Central"
"ATG_2",786,187,20,"เปลี่ยน","#cc898a","ATG_2_20","ATG","15","อ่างทอง","Central"
"ATG_2",777,69,65,"เปลี่ยนอนาคต","#dead46","ATG_2_65","ATG","15","อ่างทอง","Central"
